,playerID,commonName,league,startYear,endYear,totalGames,positionWar,averageHit,patience,power,speed,defense,playerLabel,shortWar,positionCat,fact
490,jacksre01,Reggie Jackson,MLB,1967,1987,2820,73.385,63.12611012,89.27175844,98.72113677,56.09236234,22.62877442,Hall of Famer,4.215734043,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
491,jackstr01,Travis Jackson,MLB,1922,1936,1656,44.785,55.91474245,23.23268206,73.71225577,56.48312611,99.18294849,Hall of Famer,4.381141304,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
492,jeterde01,Derek Jeter,MLB,1995,2014,2747,72.145,97.47779751,54.10301954,33.39253996,80.4973357,41.88277087,Hall of Famer,4.254637787,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
493,jonesch06,Chipper Jones,MLB,1993,2012,2499,84.935,95.95026643,91.04795737,93.4991119,41.84724689,48.77442274,Hall of Famer,5.505990396,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
494,kalinal01,Al Kaline,MLB,1953,1974,2834,90.8,96.19893428,71.97158082,88.38365897,61.4920071,60.21314387,Hall of Famer,5.190402258,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
495,keelewi01,Willie Keeler,MLB,1901,1910,1161,18.435,97.86856128,31.58081705,31.3321492,44.3339254,16.55417407,Hall of Famer,2.572325581,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
496,kellejo01,Joe Kelley,MLB,1901,1908,740,11.7,83.48134991,80.35523979,71.54529307,73.42806394,15.48845471,Hall of Famer,2.561351351,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
497,kellge01,George Kell,MLB,1943,1957,1795,37.93,96.58969805,27.53108348,37.72646536,46.74955595,53.88987567,Hall of Famer,3.423208914,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
498,kellyge01,High Pockets Kelly,MLB,1915,1932,1622,26.865,61.31438721,21.1722913,82.80639432,34.10301954,47.63765542,Hall of Famer,2.683187423,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
499,killeha01,Harmon Killebrew,MLB,1954,1975,2435,63.16,51.50976909,99.07637655,99.36056838,10.1598579,9.804618117,Hall of Famer,4.202020534,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
500,kinerra01,Ralph Kiner,MLB,1946,1955,1472,47.615,77.3357016,97.58436945,99.75133215,38.08170515,11.58081705,Hall of Famer,5.240237772,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
501,kleinch01,Chuck Klein,MLB,1928,1944,1753,44.435,97.08703375,41.95381883,98.25932504,60.88809947,10.44404973,Hall of Famer,4.106371934,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
502,lajoina01,Nap Lajoie,MLB,1901,1916,1988,87.015,99.92895204,23.48134991,84.22735346,56.73179396,79.71580817,Hall of Famer,7.090759557,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
503,larkiba01,Barry Larkin,MLB,1986,2004,2180,68.85,91.79396092,68.09946714,62.06039076,91.29662522,86.71403197,Hall of Famer,5.116376147,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
504,lazzeto01,Tony Lazzeri,MLB,1926,1939,1740,48.55,66.9982238,84.86678508,87.4955595,78.36589698,68.27708703,Hall of Famer,4.520172414,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
505,lindsfr01,Freddie Lindstrom,MLB,1924,1936,1438,28.965,91.22557726,11.08348135,68.24156306,68.52575488,65.68383659,Hall of Famer,3.263094576,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
506,lombaer01,Ernie Lombardi,MLB,1931,1947,1853,40.705,93.10834813,24.3339254,80.95914742,0.710479574,60.39076377,Hall of Famer,3.558667026,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
507,mantlmi01,Mickey Mantle,MLB,1951,1968,2401,111.135,97.01598579,99.04085258,99.64476021,71.22557726,33.88987567,Hall of Famer,7.49848813,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
508,manushe01,Heinie Manush,MLB,1923,1939,2008,45.06,98.01065719,18.47246892,76.37655417,86.35879218,25.54174067,Hall of Famer,3.635318725,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
509,maranra01,Rabbit Maranville,MLB,1912,1935,2670,42.765,13.60568384,45.11545293,33.88987567,77.79751332,95.6660746,Hall of Famer,2.594730337,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
510,martied01,Edgar Martinez,MLB,1987,2004,2055,66.855,98.04618117,95.48845471,88.84547069,12.93072824,16.30550622,Hall of Famer,5.270321168,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
511,matheed01,Eddie Mathews,MLB,1952,1968,2391,96.13,69.98223801,95.84369449,98.22380107,55.95026643,60.92362345,Hall of Famer,6.513199498,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
512,mayswi01,Willie Mays,MLB,1951,1973,2992,153.01,97.12255773,73.14387211,99.39609236,91.26110124,81.10124334,Hall of Famer,8.284632353,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
513,mazerbi01,Bill Mazeroski,MLB,1956,1972,2163,33.67,48.6678508,6.891651865,29.34280639,39.43161634,94.52930728,Hall of Famer,2.521747573,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
514,mccovwi01,Willie McCovey,MLB,1959,1980,2588,65.815,83.41030195,96.48312611,99.53818828,24.61811723,4.795737123,Hall of Famer,4.119795209,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
515,medwijo01,Joe Medwick,MLB,1932,1948,1984,54.51,98.36589698,5.825932504,93.21492007,73.14387211,37.76198934,Hall of Famer,4.450917339,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
516,mizejo01,Johnny Mize,MLB,1936,1953,1884,69.88,96.76731794,73.71225577,99.5026643,58.8277087,26.60746004,Hall of Famer,6.008789809,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
517,molitpa01,Paul Molitor,MLB,1978,1998,2683,71.605,97.22912966,49.98223801,61.06571936,92.25577265,32.46891652,Hall of Famer,4.323522177,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
518,morgajo02,Joe Morgan,MLB,1963,1984,2649,99.645,83.12611012,99.14742451,83.1616341,95.27531083,65.04440497,Hall of Famer,6.09380521,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
519,murraed02,Eddie Murray,MLB,1977,1997,3026,70.38,88.73889876,69.98223801,89.94671403,16.3410302,27.56660746,Hall of Famer,3.767865169,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
520,musiast01,Stan Musial,MLB,1941,1963,3026,127.66,99.57371226,72.46891652,98.15275311,82.84191829,34.10301954,Hall of Famer,6.83440846,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
521,ottme01,Mel Ott,MLB,1926,1947,2730,110.53,85.3285968,97.65541741,98.68561279,29.73357016,39.92895204,Hall of Famer,6.558923077,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
522,perezto01,Tony Perez,MLB,1964,1986,2777,56.405,86.71403197,46.21669627,92.25577265,39.04085258,38.8277087,Hall of Famer,3.290460929,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
523,piazzmi01,Mike Piazza,MLB,1992,2007,1912,61.58,97.72646536,49.23623446,96.23445826,5.079928952,65.86145648,Hall of Famer,5.217552301,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
524,puckeki01,Kirby Puckett,MLB,1984,1995,1783,47.87,99.28952043,7.353463588,73.46358792,62.38010657,50.76376554,Hall of Famer,4.349377454,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
525,raineti01,Tim Raines,MLB,1979,2002,2502,67.81,93.85435169,87.53108348,53.10834813,98.75666075,33.71225577,Hall of Famer,4.39057554,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
526,reesepe01,Pee Wee Reese,MLB,1940,1958,2166,64.765,57.72646536,86.82060391,39.39609236,82.87744227,94.88454707,Hall of Famer,4.843919668,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
527,riceji01,Jim Rice,MLB,1974,1989,2089,49.205,95.34635879,32.82415631,95.91474245,50.76376554,29.12966252,Hall of Famer,3.815801819,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
528,ricesa01,Sam Rice,MLB,1916,1934,2400,51.69,93.74777975,33.60568384,44.22735346,90.19538188,41.98934281,Hall of Famer,3.489075,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
529,ripkeca01,Cal Ripken Jr.,MLB,1981,2001,3001,94.285,78.36589698,49.59147425,81.24333925,22.73534636,96.90941385,Hall of Famer,5.089693436,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
530,rizzuph01,Phil Rizzuto,MLB,1941,1956,1661,41.575,66.78507993,55.52397869,19.07637655,84.93783304,98.11722913,Hall of Famer,4.05487658,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
531,robinbr01,Brooks Robinson,MLB,1955,1977,2896,79.39,72.89520426,29.1651865,64.51154529,31.90053286,97.54884547,Hall of Famer,4.441015193,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
532,robinfr02,Frank Robinson,MLB,1956,1976,2808,105.67,95.06216696,88.84547069,98.65008881,68.20603908,21.4920071,Hall of Famer,6.096346154,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
533,robinja02,Jackie Robinson,MLB,1947,1956,1382,59.41,97.8330373,84.47602131,77.01598579,89.23623446,88.45470693,Hall of Famer,6.964124457,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
534,rodriiv01,Ivan Rodriguez,MLB,1991,2011,2543,68.955,92.5044405,3.836589698,71.11900533,57.08703375,97.65541741,Hall of Famer,4.39272906,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
535,roushed01,Edd Roush,MLB,1913,1931,1967,47.325,97.79751332,22.23801066,71.01243339,93.39253996,33.67673179,Hall of Famer,3.897635994,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
536,ruthba01,Babe Ruth,MLB,1918,1935,2337,160.705,99.3250444,99.89342806,100.0,63.19715808,44.29840142,Hall of Famer,11.14001284,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
537,sandbry01,Ryne Sandberg,MLB,1981,1997,2164,64.425,88.06394316,43.1616341,84.97335702,90.23090586,78.79218472,Hall of Famer,4.822943623,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
538,santoro01,Ron Santo,MLB,1960,1974,2243,70.87,89.41385435,84.51154529,92.75310835,45.75488455,74.06749556,Hall of Famer,5.118564423,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
539,schalra01,Ray Schalk,MLB,1912,1929,1762,27.625,18.96980462,87.06927176,22.48667851,20.53285968,91.43872114,Hall of Famer,2.539869467,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
540,schmimi01,Mike Schmidt,MLB,1972,1989,2404,106.73,63.6589698,98.18827709,99.71580817,55.84369449,88.38365897,Hall of Famer,7.192287854,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
541,schoere01,Red Schoendienst,MLB,1945,1963,2216,40.845,87.92184725,8.774422735,29.76909414,72.68206039,83.30373002,Hall of Famer,2.985961191,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
542,seweljo01,Joe Sewell,MLB,1920,1933,1903,50.985,85.86145648,79.71580817,39.0053286,27.28241563,74.24511545,Hall of Famer,4.340289017,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
543,simmoal01,Al Simmons,MLB,1924,1944,2215,68.685,99.14742451,17.19360568,97.22912966,77.3357016,47.88632327,Hall of Famer,5.023462754,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
544,simmote01,Ted Simmons,MLB,1968,1988,2456,52.37,89.05861456,51.19005329,77.05150977,16.51865009,65.47069272,Hall of Famer,3.454372964,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
545,sislege01,George Sisler,MLB,1915,1930,2055,52.965,99.68028419,14.92007105,80.6749556,94.81349911,36.69626998,Hall of Famer,4.175343066,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
546,slaugen01,Enos Slaughter,MLB,1938,1959,2380,54.14,93.32149201,65.18650089,75.02664298,85.5062167,28.1705151,Hall of Famer,3.685159664,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
547,smithoz01,Ozzie Smith,MLB,1978,1996,2573,72.22,53.96092362,72.82415631,5.896980462,90.26642984,99.28952043,Hall of Famer,4.547081228,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
548,snidedu01,Duke Snider,MLB,1947,1964,2143,64.84,93.42806394,73.25044405,99.14742451,74.4937833,44.22735346,Hall of Famer,4.901577228,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
549,speaktr01,Tris Speaker,MLB,1907,1928,2789,132.53,99.82238011,82.06039076,90.8348135,86.25222025,53.17939609,Hall of Famer,7.69804948,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
550,stargwi01,Willie Stargell,MLB,1962,1982,2360,60.255,89.62699822,77.26465364,99.60923623,26.0035524,8.063943162,Hall of Famer,4.136148305,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
551,terrybi01,Bill Terry,MLB,1923,1936,1721,56.465,99.0053286,28.63232682,82.27353464,72.0071048,50.12433393,Hall of Famer,5.315124927,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
552,thomafr04,Frank Thomas,MLB,1990,2008,2322,72.96,96.51865009,98.5079929,98.57904085,6.429840142,1.492007105,Hall of Famer,5.090232558,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
553,thomeji01,Jim Thome,MLB,1991,2012,2543,70.87,71.29662522,99.28952043,99.3250444,14.45825933,8.277087034,Hall of Famer,4.514722768,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
554,tinkejo01,Joe Tinker,MLB,1902,1916,1806,54.38,54.20959147,19.78685613,65.29307282,87.28241563,99.5026643,Hall of Famer,4.877940199,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
555,trammal01,Alan Trammell,MLB,1977,1996,2293,67.305,89.48490231,56.26998224,58.04618117,67.42451155,92.71758437,Hall of Famer,4.755085041,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
556,traynpi01,Pie Traynor,MLB,1920,1937,1941,37.615,91.43872114,14.77797513,50.01776199,88.45470693,55.84369449,Hall of Famer,3.13942813,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
557,vaughar01,Arky Vaughan,MLB,1932,1948,1817,75.21,96.69626998,87.10479574,70.51509769,85.54174067,82.6642984,Hall of Famer,6.70556962,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
558,wagneho01,Honus Wagner,MLB,1901,1917,2298,117.03,99.60923623,63.41030195,91.47424512,96.80284192,90.76376554,Hall of Famer,8.250156658,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
559,walkela01,Larry Walker,MLB,1989,2005,1988,70.82,98.68561279,80.71047957,98.36589698,80.88809947,54.42273535,Hall of Famer,5.771046278,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
560,wallabo01,Bobby Wallace,MLB,1901,1918,1743,51.73,58.89875666,57.86856128,54.20959147,28.38365897,98.5079929,Hall of Famer,4.807951807,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
561,wanerll01,Lloyd Waner,MLB,1927,1945,1993,26.405,91.11900533,6.74955595,15.45293073,72.07815275,44.93783304,Hall of Famer,2.14631711,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
562,wanerpa01,Paul Waner,MLB,1926,1945,2549,74.26,98.8277087,63.1616341,72.04262877,84.22735346,30.47957371,Hall of Famer,4.71954492,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
563,wheatza01,Zack Wheat,MLB,1909,1927,2410,61.605,97.40674956,27.10479574,80.17761989,60.10657194,35.1687389,Hall of Famer,4.141082988,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
564,willibi01,Billy Williams,MLB,1959,1976,2488,62.015,94.88454707,58.8277087,95.27531083,61.669627,10.90586146,Hall of Famer,4.03795418,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
565,willite01,Ted Williams,MLB,1939,1960,2292,126.18,99.89342806,99.68028419,99.78685613,43.37477798,19.82238011,Hall of Famer,8.918481675,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
566,wilsoha01,Hack Wilson,MLB,1923,1934,1348,40.1,85.22202487,87.60213144,99.46714032,48.91651865,18.61456483,Hall of Famer,4.819139466,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
567,winfida01,Dave Winfield,MLB,1973,1995,2973,62.0,84.97335702,63.48134991,91.01243339,61.98934281,12.11367673,Hall of Famer,3.378405651,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
568,yastrca01,Carl Yastrzemski,MLB,1961,1983,3308,95.71,93.67673179,93.0017762,91.93605684,39.82238011,59.3250444,Hall of Famer,4.687128174,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
569,youngro01,Ross Youngs,MLB,1917,1926,1211,34.355,95.6660746,77.15808171,67.77975133,85.61278863,29.87566607,Hall of Famer,4.595796862,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
570,yountro01,Robin Yount,MLB,1974,1993,2856,71.96,89.91119005,33.88987567,76.3410302,87.24689165,70.94138544,Hall of Famer,4.081764706,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
637,bell-01coo,Cool Papa Bell,NLB,1922,1946,1199,26.1,84.29003021,71.29909366,62.53776435,92.14501511,22.05438066,Negro Leaguer,3.526438699,Outfielder,"""Cool Papa Bell was so fast he could get out of bed, turn out the lights across the room and be back in bed under the covers before the lights went out."" Đ Josh Gibson"
638,wells01wil,Willie Wells,NLB,1924,1948,1038,46.6,91.8429003,85.49848943,96.37462236,85.19637462,92.44712991,Negro Leaguer,7.27283237,Middle IF,"Wells manned shortstop for the Newark Eagles in the late 1930s, a key part of their ""Million Dollar Infield""."
639,stear01tur,Turkey Stearnes,NLB,1923,1940,981,48.5,93.65558912,72.80966767,99.09365559,96.37462236,61.93353474,Negro Leaguer,8.009174312,Outfielder,"Stearnes was a player ahead of his time -- usually batting leadoff for his great speed, while also being a prodigious slugger."
640,creac01dew,Dewey Creacy,NLB,1924,1938,957,9.0,54.98489426,61.93353474,76.13293051,52.87009063,35.95166163,Negro Leaguer,1.523510972,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
641,allen01new,Newt Allen,NLB,1923,1947,919,25.9,62.53776435,51.05740181,45.61933535,72.80966767,96.97885196,Negro Leaguer,4.565614799,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
642,charl01osc,Oscar Charleston,NLB,1920,1941,916,48.9,99.09365559,87.91540785,98.79154079,99.09365559,45.61933535,Negro Leaguer,8.648253275,Outfielder,"The Willie Mays of his era, Charleston was widely regarded as the best all-around player in the history of the Negro Leagues."
643,suttl01mul,Mule Suttles,NLB,1924,1944,906,33.6,93.95770393,70.39274924,99.6978852,87.91540785,22.96072508,Negro Leaguer,6.00794702,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
644,wilso01jud,Jud Wilson,NLB,1923,1945,900,33.7,98.18731118,87.31117825,91.23867069,72.20543807,77.34138973,Negro Leaguer,6.066,Corner IF,"Wilson did everything well, hitting for both power and average despite standing just 5'8""."
645,macke01biz,Biz Mackey,NLB,1920,1947,894,25.2,90.03021148,45.31722054,81.57099698,59.81873112,75.2265861,Negro Leaguer,4.566442953,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
646,dunca02fra,Frank Duncan,NLB,1920,1945,848,13.7,40.18126888,90.03021148,34.74320242,27.79456193,90.63444109,Negro Leaguer,2.617216981,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
647,hollo01cru,Crush Holloway,NLB,1921,1939,822,7.4,42.59818731,26.28398792,46.52567976,82.17522659,61.32930514,Negro Leaguer,1.458394161,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
648,redus01wil,Wilson Redus,NLB,1924,1940,767,4.7,77.94561934,58.91238671,90.93655589,45.31722054,2.719033233,Negro Leaguer,0.992698827,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
649,russe01bra,Branch Russell,NLB,1922,1932,767,11.9,67.67371601,90.33232628,78.24773414,87.31117825,36.55589124,Negro Leaguer,2.513428944,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
650,mcnai01hur,Hurley McNair,NLB,1920,1937,728,23.6,88.21752266,71.60120846,79.75830816,88.82175227,43.50453172,Negro Leaguer,5.251648352,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
651,brown01lar,Larry Brown,NLB,1923,1947,718,6.2,33.2326284,88.21752266,42.29607251,17.82477341,78.24773414,Negro Leaguer,1.398885794,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
652,warfi01fra,Frank Warfield,NLB,1920,1932,711,9.0,44.41087613,74.32024169,35.04531722,80.36253776,82.17522659,Negro Leaguer,2.050632911,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
653,benja01jer,Jerry Benjamin,NLB,1932,1948,709,15.2,74.01812689,54.68277946,54.98489426,90.33232628,74.01812689,Negro Leaguer,3.473060649,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
654,johns01jud,Judy Johnson,NLB,1923,1936,709,14.1,77.03927492,17.22054381,63.44410876,77.03927492,86.40483384,Negro Leaguer,3.221720733,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
655,brown01jim,Jim Brown,NLB,1920,1937,701,9.6,61.02719033,60.42296073,51.35951662,72.50755287,31.41993958,Negro Leaguer,2.218544936,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
656,thoma01cli,Clint Thomas,NLB,1921,1938,693,14.7,70.99697885,44.71299094,85.49848943,93.95770393,30.81570997,Negro Leaguer,3.436363636,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
657,day--01con,Connie Day,NLB,1920,1932,692,3.9,9.96978852,45.01510574,28.39879154,33.2326284,95.16616314,Negro Leaguer,0.91300578,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
658,russe01joh,John Henry Russell,NLB,1924,1934,690,9.2,43.80664653,36.25377644,45.01510574,51.66163142,96.67673716,Negro Leaguer,2.16,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
659,west-01jim,Jim West,NLB,1930,1948,684,3.8,55.89123867,67.0694864,61.93353474,41.9939577,12.38670695,Negro Leaguer,0.9,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
660,rogan01bul,Bullet Rogan,NLB,1920,1938,680,24.7,92.14501511,82.47734139,92.74924471,95.16616314,48.94259819,Negro Leaguer,5.884411765,Outfielder,Rogan was the only Negro Leaguer with at least 20 WAR as both a batter and pitcher.
661,riggi01bil,Bill Riggins,NLB,1920,1929,677,15.1,58.6102719,63.74622356,65.55891239,78.54984894,98.48942598,Negro Leaguer,3.613293944,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
662,scale01geo,George Scales,NLB,1921,1946,671,16.8,86.40483384,98.18731118,94.25981873,55.58912387,58.0060423,Negro Leaguer,4.056035768,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
663,gardn01jel,Jelly Gardner,NLB,1920,1931,670,16.8,58.0060423,95.77039275,6.344410876,53.77643505,94.86404834,Negro Leaguer,4.062089552,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
664,johns01wad,Wade Johnston,NLB,1922,1933,666,10.5,69.78851964,79.15407855,71.60120846,68.58006042,9.667673716,Negro Leaguer,2.554054054,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
665,carr-01geo,George Carr,NLB,1920,1934,651,14.0,80.36253776,48.33836858,87.00906344,90.63444109,9.063444109,Negro Leaguer,3.483870968,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
666,torri01cri,Cristóbal Torriente,NLB,1920,1932,646,30.6,97.88519637,91.23867069,93.35347432,93.35347432,76.13293051,Negro Leaguer,7.673684211,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
667,harri01vic,Vic Harris,NLB,1922,1947,639,11.3,70.39274924,66.4652568,65.86102719,78.85196375,42.90030211,Negro Leaguer,2.864788732,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
668,thomp01san,Sandy Thompson,NLB,1923,1932,639,9.9,71.29909366,29.90936556,19.93957704,26.58610272,41.6918429,Negro Leaguer,2.509859155,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
669,malar01dav,Dave Malarcher,NLB,1920,1934,635,17.0,44.71299094,94.56193353,9.365558912,38.06646526,97.58308157,Negro Leaguer,4.337007874,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
670,taylo01ben,Ben Taylor,NLB,1920,1929,627,17.9,94.56193353,41.9939577,67.0694864,38.97280967,66.4652568,Negro Leaguer,4.624880383,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
671,bankh01sam,Sam Bankhead,NLB,1932,1948,623,14.3,56.49546828,60.72507553,39.57703927,74.6223565,90.93655589,Negro Leaguer,3.718459069,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
672,josep01new,Newt Joseph,NLB,1922,1930,611,15.1,67.97583082,82.77945619,70.69486405,62.83987915,80.06042296,Negro Leaguer,4.003600655,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
673,demos01bin,Bingo DeMoss,NLB,1920,1930,608,15.6,30.81570997,87.00906344,12.38670695,59.51661631,99.6978852,Negro Leaguer,4.156578947,Middle IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
674,gibso01jos,Josh Gibson,NLB,1930,1946,598,40.2,99.6978852,89.42598187,100.0,93.65558912,68.27794562,Negro Leaguer,10.890301,Catcher,"Gibson is best known for his mammoth power, but he also likely set MLB's single-season batting average record with his .466 mark in 1943."
675,white01cha,Chaney White,NLB,1923,1936,598,12.5,77.64350453,50.75528701,55.58912387,74.32024169,59.21450151,Negro Leaguer,3.386287625,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
676,parne01roy,Roy Parnell,NLB,1927,1943,590,14.0,96.37462236,40.48338369,88.51963746,97.28096677,12.68882175,Negro Leaguer,3.844067797,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
677,curry01goo,Goose Curry,NLB,1928,1947,589,11.3,75.2265861,97.28096677,72.80966767,85.49848943,19.03323263,Negro Leaguer,3.107979626,Outfielder,"There is no fun fact for this player, if you would like to learn more search for this player online!"
678,leona01buc,Buck Leonard,NLB,1935,1948,587,29.1,94.86404834,99.09365559,98.48942598,81.87311178,32.02416918,Negro Leaguer,8.031005111,Corner IF,"There is no fun fact for this player, if you would like to learn more search for this player online!"
679,clark01rob,Bob Clarke,NLB,1923,1948,586,-5.4,4.531722054,33.83685801,9.667673716,4.833836858,69.48640483,Negro Leaguer,-1.492832765,Catcher,"There is no fun fact for this player, if you would like to learn more search for this player online!"
